"Call No","Taken Date","Closed Date","Closed Year","Days With APT","Days With Customer","Total Days","Chargeable","Project Work","Quote Time","Quote Amount","Time Hours Estimated","Time Hours Total","Net Time"
"158582","2013-02-05","2013-06-26","2013","65","36","101","N","N","0","0","0.00","1.48","-1"
"158583","2013-02-05","2013-04-16","2013","7","43","50","Y","","3","330","0.00","0.08","-0"
"158584","2013-02-05","2013-03-07","2013","8","14","22","Y","N","1","100","0.00","3.55","-4"
"158585","2013-02-05","2013-05-29","2013","17","64","81","N","N","0","0","0.00","1.90","-2"
"158586","2013-02-05","2013-04-25","2013","31","26","57","N","N","0","0","0.00","2.97","-3"
"158587","2013-02-05","2013-03-20","2013","0","31","31","N","N","0","0","0.00","0.41","-0"
"158588","2013-02-05","2013-02-13","2013","5","1","6","U","","0","0","0.00","0.50","-0"
"158589","2013-02-05","2013-04-10","2013","5","20","25","","N","0","0","0.00","0.33","-0"
"158590","2013-02-05","2013-03-27","2013","0","36","36","N","N","0","0","0.00","0.16","-0"
"158591","2013-02-05","2013-06-19","2013","52","44","96","N","N","0","0","0.00","0.91","-1"
"158592","2013-02-05","2013-05-08","2013","22","44","66","B","N","0","0","0.00","2.46","-2"
"158593","2013-02-05","2013-02-12","2013","5","0","5","N","N","0","0","0.00","0.74","-1"
"158594","2013-02-06","2013-03-26","2013","34","0","34","Y","","24","3,257","0.00","0.00","0"
"158595","2013-02-06","2013-04-11","2013","7","39","46","Y","","1","100","0.00","1.66","-2"
"158596","2013-02-06","2013-02-07","2013","1","0","1","U","","0","0","0.00","1.58","-2"
"158597","2013-02-06","2013-02-28","2013","16","0","16","N","N","0","0","0.00","0.32","-0"
"158598","2013-02-06","2014-07-02","2014","322","43","365","U","","0","0","0.00","1.15","-1"
"158599","2013-02-06","2013-06-05","2013","52","33","85","N","N","0","0","0.00","3.39","-3"
"158600","2013-02-06","2013-05-08","2013","12","53","65","N","N","0","0","0.00","2.65","-3"
"158601","2013-02-06","2013-09-11","2013","75","80","155","N","N","0","0","0.00","3.41","-3"
"158602","2013-02-06","2013-02-11","2013","3","0","3","N","N","0","0","0.00","0.58","-1"
"158603","2013-02-06","2013-02-25","2013","5","8","13","U","","0","0","0.00","1.24","-1"
"158604","2013-02-06","2013-03-27","2013","0","35","35","N","N","0","0","0.00","1.32","-1"
"158605","2013-02-06","2013-02-06","2013","0","0","0","N","N","0","0","0.00","0.00","0"
"158606","2013-02-06","2013-03-18","2013","7","21","28","N","N","0","0","0.00","0.57","-1"
"158607","2013-02-06","2013-03-19","2013","0","29","29","N","N","0","0","0.00","2.32","-2"
"158608","2013-02-06","2013-04-17","2013","50","0","50","Y","N","0","699","0.00","0.33","-0"
"158609","2013-02-06","2013-04-04","2013","16","25","41","Y","N","1","300","0.00","4.38","-4"
"158610","2013-02-06","2013-11-06","2013","152","43","195","N","N","0","0","0.00","4.89","-5"
"158611","2013-02-06","2013-02-12","2013","3","1","4","N","N","0","0","0.00","4.07","-4"
"158612","2013-02-06","2013-04-03","2013","36","4","40","Y","","0","103","0.00","0.66","-1"
"158613","2013-02-06","2014-01-30","2014","256","0","256","U","","0","0","0.00","1.32","-1"
"158614","2013-02-07","2013-03-14","2013","22","3","25","Y","","2","200","0.00","2.89","-3"
"158615","2013-02-07","2013-10-03","2013","143","27","170","R","","1","100","0.00","0.41","-0"
"158616","2013-02-07","2013-04-03","2013","24","15","39","R","N","1","100","0.00","3.79","-4"
"158617","2013-02-07","2013-02-11","2013","2","0","2","N","N","0","0","0.00","1.25","-1"
"158618","2013-02-07","2013-03-12","2013","22","1","23","Y","N","2","200","0.00","2.72","-3"
"158619","2013-02-07","2013-03-27","2013","0","34","34","N","N","0","0","0.00","0.16","-0"
"158620","2013-02-07","2013-02-11","2013","2","0","2","N","N","0","0","0.00","0.50","-0"
"158621","2013-02-07","2013-04-10","2013","21","23","44","N","N","0","0","0.00","4.22","-4"
"158622","2013-02-07","2013-02-25","2013","12","0","12","N","N","0","0","0.00","0.16","-0"
"158623","2013-02-07","2013-02-08","2013","0","1","1","N","N","0","0","0.00","1.50","-2"
"158624","2013-02-07","2013-02-07","2013","0","0","0","N","N","0","0","0.00","0.75","-1"
"158625","2013-02-07","2013-02-11","2013","1","1","2","N","N","0","0","0.00","1.74","-2"
"158626","2013-02-07","2013-03-27","2013","33","1","34","N","N","0","0","0.00","2.56","-3"
"158627","2013-02-08","2013-06-19","2013","18","75","93","U","","0","0","0.00","5.31","-5"
"158628","2013-02-08","2013-04-03","2013","34","4","38","Y","","1","100","0.00","3.61","-4"
"158629","2013-02-08","2013-07-29","2013","102","19","121","N","N","0","0","0.00","67.30","-67"
"158630","2013-02-08","2013-02-08","2013","0","0","0","N","N","0","0","0.00","0.50","-0"
"158631","2013-02-08","2014-01-31","2014","255","0","255","U","Y","0","0","0.00","10.33","-10"
"158633","2013-02-08","2013-06-05","2013","13","70","83","U","","0","0","0.00","0.16","-0"
"158634","2013-02-08","2013-04-17","2013","1","47","48","N","N","0","0","0.00","3.00","-3"
"158635","2013-02-08","2013-02-12","2013","1","1","2","Y","N","3","330","0.00","0.25","-0"
"158636","2013-02-08","2013-02-13","2013","1","2","3","N","N","0","0","0.00","0.66","-1"
"158637","2013-02-08","2013-02-18","2013","0","6","6","U","","0","0","0.00","0.16","-0"
"158638","2013-02-08","2013-02-13","2013","3","0","3","N","N","0","0","0.00","0.00","0"
"158639","2013-02-08","2013-02-11","2013","1","0","1","N","N","0","0","0.00","0.50","-0"
"158640","2013-02-11","2013-03-06","2013","0","17","17","U","","0","0","0.00","0.33","-0"
"158641","2013-02-11","2013-02-21","2013","0","8","8","U","","0","0","0.00","0.75","-1"
"158642","2013-02-11","2013-02-12","2013","1","0","1","U","","0","0","0.00","1.16","-1"
"158643","2013-02-11","2013-07-05","2013","80","24","104","U","","0","0","0.00","3.38","-3"
"158644","2013-02-11","2013-03-14","2013","3","20","23","N","N","0","0","0.00","0.41","-0"
"158645","2013-02-11","2013-03-26","2013","29","2","31","Y","N","1","100","0.00","4.81","-5"
"158646","2013-02-11","2013-02-12","2013","1","0","1","R","N","1","110","0.00","0.08","-0"
"158647","2013-02-11","2013-02-11","2013","0","0","0","N","N","0","0","0.00","1.16","-1"
"158648","2013-02-11","2013-05-22","2013","1","71","72","N","N","0","0","0.00","0.49","-0"
"158663","2013-02-11","2013-02-11","2013","0","0","0","N","N","0","0","0.00","0.33","-0"
"158664","2013-02-11","2013-03-14","2013","23","0","23","N","N","0","0","0.00","0.00","0"
"158665","2013-02-11","2013-02-13","2013","1","1","2","N","N","0","0","0.00","0.49","-0"
"158666","2013-02-11","2013-02-11","2013","0","0","0","N","N","0","0","0.00","0.25","-0"
"158667","2013-02-11","2013-02-14","2013","3","0","3","Y","N","1","250","0.00","0.00","0"
"158668","2013-02-11","2013-03-20","2013","9","18","27","N","N","0","0","0.00","3.38","-3"
"158669","2013-02-11","2014-04-08","2014","248","53","301","Y","N","0","600","0.00","9.38","-9"
"158670","2013-02-11","2013-02-15","2013","4","0","4","Y","N","1","110","0.00","1.00","-1"
"158671","2013-02-11","2013-02-12","2013","1","0","1","N","N","0","0","0.00","0.08","-0"
"158672","2013-02-12","2013-05-14","2013","38","27","65","R","","3","300","0.00","2.05","-2"
"158673","2013-02-12","2013-05-20","2013","19","50","69","Y","","1","100","0.00","5.88","-6"
"158674","2013-02-12","2013-03-22","2013","2","26","28","U","","0","0","0.00","1.32","-1"
"158675","2013-02-12","2013-02-13","2013","1","0","1","U","","0","0","0.00","0.41","-0"
"158676","2013-02-12","2013-02-18","2013","4","0","4","N","","0","0","0.00","0.00","0"
"158677","2013-02-12","2013-02-12","2013","0","0","0","U","","0","0","0.00","0.08","-0"
"158678","2013-02-12","2013-02-13","2013","0","1","1","N","N","0","0","0.00","1.07","-1"
"158679","2013-02-12","2013-04-24","2013","22","29","51","U","","0","0","0.00","2.65","-3"
"158680","2013-02-12","2013-08-21","2013","34","102","136","Y","","1","110","0.00","15.12","-15"
"158681","2013-02-12","2013-04-17","2013","11","35","46","U","","0","0","0.00","0.00","0"
"158682","2013-02-12","2013-05-30","2013","4","73","77","Y","N","0","6,850","0.00","7.25","-7"
"158683","2013-02-12","2013-03-18","2013","3","21","24","N","N","0","0","0.00","0.82","-1"
"158684","2013-02-12","2013-02-13","2013","0","1","1","N","N","0","0","0.00","0.83","-1"
"158685","2013-02-12","2013-02-12","2013","0","0","0","N","N","0","0","0.00","0.33","-0"
"158686","2013-02-12","2013-04-25","2013","52","0","52","N","","0","0","0.00","2.49","-2"
"158687","2013-02-12","2013-04-02","2013","35","0","35","N","","0","0","0.00","3.82","-4"
"158688","2013-02-12","2013-02-12","2013","0","0","0","N","N","0","0","0.00","0.16","-0"
"158689","2013-02-12","2015-04-14","2015","562","3","565","N","N","0","0","0.00","0.81","-1"
"158690","2013-02-12","2013-04-03","2013","1","35","36","N","N","0","0","0.00","0.16","-0"
"158691","2013-02-13","2013-03-13","2013","11","9","20","Y","","5","550","0.00","1.90","-2"
"158692","2013-02-13","2013-03-20","2013","6","19","25","Y","N","1","100","0.00","0.98","-1"
"158693","2013-02-13","2013-02-13","2013","0","0","0","N","N","0","0","0.00","0.41","-0"
"158694","2013-02-13","2013-03-27","2013","8","22","30","Y","N","1","110","0.00","3.37","-3"
"158695","2013-02-13","2013-02-13","2013","0","0","0","N","N","0","0","0.00","0.33","-0"
"158696","2013-02-13","2013-02-14","2013","1","0","1","N","N","0","0","0.00","0.50","-0"
"158697","2013-02-13","2013-02-27","2013","10","0","10","U","","0","0","0.00","0.40","-0"
"158698","2013-02-13","2013-03-25","2013","0","28","28","N","N","0","0","0.00","0.16","-0"
"158699","2013-02-13","2013-04-24","2013","3","47","50","Y","N","4","440","0.00","3.74","-4"
"158700","2013-02-13","2013-04-10","2013","7","33","40","U","","0","0","0.00","3.57","-4"
"158701","2013-02-13","2013-05-10","2013","36","26","62","B","","0","0","0.00","3.95","-4"
"158702","2013-02-13","2013-04-10","2013","0","40","40","N","N","0","0","0.00","0.83","-1"
"158703","2013-02-13","2013-02-14","2013","1","0","1","N","N","0","0","0.00","0.32","-0"
"158704","2013-02-13","2013-02-27","2013","10","0","10","N","N","0","0","0.00","0.58","-1"
"158705","2013-02-13","2013-05-31","2013","75","2","77","Y","N","0","6,600","0.00","9.28","-9"
"158706","2013-02-13","2013-08-21","2013","56","79","135","N","N","0","0","0.00","112.40","-112"
"158707","2013-02-13","2013-02-14","2013","1","0","1","N","N","0","0","0.00","0.41","-0"
"158708","2013-02-14","2013-04-10","2013","2","37","39","U","","0","0","0.00","5.91","-6"
"158709","2013-02-14","2013-02-27","2013","0","9","9","U","","0","0","0.00","0.58","-1"
"158710","2013-02-14","2013-07-16","2013","108","0","108","Y","","0","24,402","0.00","0.00","0"
"158711","2013-02-14","2013-02-18","2013","2","0","2","N","N","0","0","0.00","0.00","0"
"158712","2013-02-14","2013-05-20","2013","27","40","67","Y","N","2","200","0.00","6.29","-6"
"158713","2013-02-14","2013-02-14","2013","0","0","0","N","N","0","0","0.00","1.98","-2"
"158714","2013-02-14","2013-02-14","2013","0","0","0","N","N","0","0","0.00","0.83","-1"
"158715","2013-02-14","2013-02-28","2013","3","7","10","Y","N","4","440","0.00","6.64","-7"
"158716","2013-02-14","2013-02-26","2013","8","0","8","U","","0","0","0.00","2.74","-3"
"158717","2013-02-14","2013-04-16","2013","27","16","43","Y","","3","330","0.00","1.57","-2"
"158718","2013-02-14","2013-02-25","2013","1","6","7","N","N","0","0","0.00","0.41","-0"
"158719","2013-02-14","2013-02-15","2013","0","1","1","U","","0","0","0.00","0.24","-0"
"158720","2013-02-14","2013-02-19","2013","3","0","3","N","N","0","0","0.00","0.91","-1"
"158721","2013-02-14","2015-12-07","2015","732","0","732","U","Y","0","0","0.00","572.14","-572"
"158722","2013-02-14","2013-02-15","2013","1","0","1","N","N","0","0","0.00","0.25","-0"
"158723","2013-02-14","2013-04-10","2013","2","37","39","N","N","0","0","0.00","0.82","-1"
"158724","2013-02-14","2013-03-18","2013","0","22","22","N","N","0","0","0.00","0.49","-0"
"158725","2013-02-14","2013-02-28","2013","4","6","10","Y","","5","550","0.00","6.30","-6"
"158726","2013-02-14","2013-06-14","2013","86","0","86","N","N","0","0","0.00","2.21","-2"
"158727","2013-02-14","2013-03-28","2013","30","0","30","U","","0","0","0.00","0.25","-0"
"158728","2013-02-14","2013-02-14","2013","0","0","0","N","N","0","0","0.00","0.25","-0"
"158729","2013-02-14","2013-04-03","2013","0","34","34","N","N","0","0","0.00","0.91","-1"
"158730","2013-02-14","2013-03-12","2013","18","0","18","Y","","2","220","0.00","2.38","-2"
"158731","2013-02-14","2013-02-15","2013","0","1","1","N","N","0","0","0.00","0.41","-0"
"158732","2013-02-14","2013-04-11","2013","10","30","40","Y","N","1","110","0.00","2.21","-2"
"158733","2013-02-14","2013-08-28","2013","24","112","136","N","","0","0","0.00","1.82","-2"
"158734","2013-02-14","2013-02-20","2013","2","2","4","U","","0","0","0.00","0.99","-1"
"158735","2013-02-15","2013-02-15","2013","0","0","0","N","N","0","0","0.00","0.25","-0"
"158736","2013-02-15","2013-11-27","2013","151","52","203","N","N","0","0","0.00","0.64","-1"
"158737","2013-02-15","2013-04-10","2013","4","34","38","N","N","0","0","0.00","2.96","-3"
"158738","2013-02-15","2013-02-28","2013","9","0","9","N","N","0","0","0.00","0.82","-1"
"158739","2013-02-15","2013-02-15","2013","0","0","0","N","N","0","0","0.00","0.33","-0"
"158740","2013-02-15","2013-04-04","2013","8","26","34","Y","","2","220","0.00","7.32","-7"
"158741","2013-02-15","2013-02-15","2013","0","0","0","N","N","0","0","0.00","0.41","-0"
"158742","2013-02-15","2013-02-15","2013","0","0","0","U","","0","0","0.00","0.66","-1"
"158743","2013-02-15","2013-02-22","2013","5","0","5","Y","N","0","3,400","0.00","26.62","-27"
"158744","2013-02-15","2013-02-19","2013","2","0","2","N","","0","0","0.00","0.25","-0"
"158745","2013-02-15","2013-05-20","2013","56","10","66","U","","0","0","0.00","3.80","-4"
"158746","2013-02-15","2014-03-21","2014","284","1","285","U","","0","0","0.00","2.23","-2"
"158747","2013-02-15","2013-05-01","2013","27","26","53","U","N","0","0","0.00","1.41","-1"
"158748","2013-02-17","2013-04-11","2013","7","32","39","Y","N","1","100","0.00","1.97","-2"
"158749","2013-02-18","2013-03-13","2013","14","3","17","U","","0","0","0.00","1.73","-2"
"158750","2013-02-18","2013-04-18","2013","41","2","43","U","","0","0","0.00","2.72","-3"
"158751","2013-02-18","2013-03-15","2013","19","0","19","U","","0","0","0.00","0.08","-0"
"158752","2013-02-18","2013-02-25","2013","2","3","5","U","","0","0","0.00","0.40","-0"
"158753","2013-02-18","2013-03-06","2013","1","11","12","U","","0","0","0.00","1.07","-1"
"158754","2013-02-18","2013-02-18","2013","0","0","0","N","N","0","0","0.00","0.16","-0"
"158755","2013-02-18","2013-02-20","2013","0","2","2","N","N","0","0","0.00","0.33","-0"
"158756","2013-02-18","2013-03-13","2013","0","17","17","N","N","0","0","0.00","0.25","-0"
"158757","2013-02-18","2013-11-15","2013","194","0","194","U","N","0","0","0.00","0.08","-0"
"158761","2013-02-18","2013-02-18","2013","0","0","0","U","","0","0","0.00","0.08","-0"
"158762","2013-02-18","2013-04-10","2013","1","36","37","N","N","0","0","0.00","1.24","-1"
"158763","2013-02-18","2013-04-03","2013","0","32","32","N","N","0","0","0.00","0.99","-1"
"158764","2013-02-18","2013-05-08","2013","33","24","57","U","","0","0","0.00","4.06","-4"
"158765","2013-02-19","2013-03-20","2013","2","19","21","Y","","1","100","0.00","2.40","-2"
"158766","2013-02-19","2013-11-27","2013","169","32","201","U","","0","0","0.00","1.98","-2"
"158767","2013-02-19","2013-02-20","2013","0","1","1","U","","0","0","0.00","0.25","-0"
"158768","2013-02-19","2013-04-10","2013","0","36","36","U","N","0","0","0.00","2.06","-2"
"158769","2013-02-19","2013-05-02","2013","9","43","52","N","N","0","0","0.00","0.98","-1"
"158770","2013-02-19","2013-02-19","2013","0","0","0","U","","0","0","0.00","1.16","-1"
"158771","2013-02-19","2013-02-19","2013","0","0","0","N","N","0","0","0.00","0.50","-0"
"158772","2013-02-19","2013-03-28","2013","9","18","27","B","N","0","0","0.00","4.66","-5"
"158773","2013-02-19","2013-04-10","2013","2","34","36","R","N","3","300","0.00","0.00","0"
"158774","2013-02-19","2013-04-25","2013","18","29","47","Y","N","14","1,540","0.00","19.71","-20"
"158775","2013-02-19","2013-10-28","2013","179","0","179","U","Y","0","0","0.00","0.00","0"
"158776","2013-02-19","2013-02-25","2013","0","4","4","N","N","0","0","0.00","2.41","-2"
"158777","2013-02-19","2013-04-23","2013","10","35","45","N","N","0","0","0.00","2.06","-2"
"158778","2013-02-19","2013-03-08","2013","13","0","13","N","N","0","0","0.00","2.13","-2"
"158779","2013-02-19","2013-02-26","2013","5","0","5","U","","0","0","0.00","0.65","-1"
"158780","2013-02-20","2013-05-22","2013","65","0","65","U","","0","0","0.00","0.00","0"
"158781","2013-02-20","2013-05-02","2013","15","36","51","Y","N","3","300","0.00","8.31","-8"
"158782","2013-02-20","2013-02-25","2013","0","3","3","N","N","0","0","0.00","0.41","-0"
"158783","2013-02-20","2013-02-20","2013","0","0","0","N","N","0","0","0.00","0.16","-0"
"158784","2013-02-20","2013-08-22","2013","107","24","131","Y","N","0","4,463","0.00","86.15","-86"
"158785","2013-02-20","2013-02-21","2013","1","0","1","U","","0","0","0.00","1.66","-2"
"158786","2013-02-20","2013-02-20","2013","0","0","0","U","","0","0","0.00","0.33","-0"
"158787","2013-02-20","2013-03-04","2013","0","8","8","U","","0","0","0.00","1.81","-2"
"158788","2013-02-20","2013-02-21","2013","1","0","1","Y","","0","194","0.00","0.00","0"
"158789","2013-02-20","2013-02-21","2013","0","1","1","U","","0","0","0.00","0.50","-0"
"158790","2013-02-20","2014-01-15","2014","6","99","105","Y","N","3","330","0.00","6.45","-6"
"158791","2013-02-20","2013-03-08","2013","1","11","12","U","","0","0","0.00","1.41","-1"
"158792","2013-02-20","2015-01-14","2015","495","0","495","Y","N","0","0","0.00","1.47","-1"
"158793","2013-02-20","2013-04-10","2013","0","35","35","N","N","0","0","0.00","0.41","-0"
"158794","2013-02-21","2013-02-25","2013","2","0","2","N","N","0","0","0.00","2.30","-2"
"158795","2013-02-21","2013-03-20","2013","0","19","19","N","N","0","0","0.00","0.74","-1"
"158796","2013-02-21","2013-05-15","2013","0","59","59","N","N","0","0","0.00","0.40","-0"
"158797","2013-02-21","2013-03-20","2013","0","19","19","N","N","0","0","0.00","0.58","-1"
